_id,Produto,Categoria do Produto,Preço,Frete,Data da Compra,Vendedor,Local da compra,Avaliação da compra,Tipo de pagamento,Quantidade de parcelas,Latitude,Longitude
6889789b14afca1864a43695,Bola de basquete,esporte e lazer,70.87,1.3580533608,2022-06-01,Felipe Santos,SP,4,cartao_credito,1,-22.19,-48.79
6889789b14afca1864a4369d,Cubo mágico 8x8,brinquedos,12.83,2.0822742487,2022-06-01,Mariana Ferreira,SP,5,cartao_credito,7,-22.19,-48.79
6889789b14afca1864a436a6,Mesa de centro,moveis,238.33,20.488406616,2021-07-01,Thiago Silva,RJ,5,boleto,1,-22.25,-42.66
6889789b14afca1864a436aa,Geladeira,eletrodomesticos,3309.16,173.7872537772,2021-07-01,Mariana Ferreira,SC,1,cartao_credito,4,-27.45,-50.95
6889789b14afca1864a436ac,Cadeira de escritório,moveis,496.37,27.3700570508,2021-07-01,Bianca Santos,SP,4,boleto,1,-22.19,-48.79
6889789b14afca1864a436ae,Corda de pular,esporte e lazer,26.63,1.9490719113,2022-07-01,Thiago Silva,SP,5,cartao_credito,2,-22.19,-48.79
6889789b14afca1864a436b1,Guitarra,instrumentos musicais,955.2,51.1446522815,2022-07-01,Lucas Oliveira,RS,3,cartao_credito,1,-30.17,-53.5
6889789b14afca1864a436ca,Jogo de panelas,utilidades domesticas,258.57,11.3525136834,2021-08-01,Bruno Rodrigues,SP,5,cartao_credito,1,-22.19,-48.79
6889789b14afca1864a436cb,Modelagem preditiva,livros,101.54,14.5010858917,2021-08-01,Rafael Costa,DF,3,cartao_credito,4,-15.83,-47.86
6889789b14afca1864a436d0,Iniciando em programação,livros,41.11,0.0,2022-08-01,Thiago Silva,ES,1,cartao_credito,1,-19.19,-40.34
6889789b14afca1864a436d2,Guitarra,instrumentos musicais,1115.85,57.0000946391,2022-08-01,Mariana Ferreira,RJ,5,boleto,1,-22.25,-42.66
6889789b14afca1864a436d3,Jogo de copos,utilidades domesticas,45.01,2.9277516169,2022-08-01,Lucas Oliveira,RS,4,boleto,1,-30.17,-53.5
6889789b14afca1864a436d5,Boneca bebê,brinquedos,51.46,0.0,2022-08-01,Pedro Gomes,CE,5,cartao_credito,1,-5.2,-39.53
6889789b14afca1864a436d8,Lava louças,eletrodomesticos,2051.26,106.8078630482,2022-08-01,Camila Ribeiro,SC,1,cartao_credito,7,-27.45,-50.95
6889789b14afca1864a436e9,Cubo mágico 8x8,brinquedos,21.15,0.0,2021-09-01,Bruno Rodrigues,SP,5,cartao_credito,1,-22.19,-48.79
6889789b14afca1864a436eb,Bicicleta,esporte e lazer,852.68,42.9870838607,2021-09-01,Felipe Santos,SP,5,cartao_credito,3,-22.19,-48.79
6889789b14afca1864a436ef,Impressora,eletronicos,420.24,19.9609548148,2022-09-01,Beatriz Moraes,MG,5,cartao_credito,5,-18.1,-44.38
6889789b14afca1864a436f3,Lavadora de roupas,eletrodomesticos,2017.54,107.7110613339,2022-09-01,Pedro Gomes,SP,5,boleto,1,-22.19,-48.79
6889789b14afca1864a436fd,Ciência de dados com python,livros,80.32,1.8612374314,2021-10-01,Rafael Costa,SP,4,cartao_credito,2,-22.19,-48.79
6889789b14afca1864a43704,Pandeiro,instrumentos musicais,57.68,0.0,2022-10-01,Thiago Silva,SP,5,cartao_credito,1,-22.19,-48.79
6889789b14afca1864a43709,Ciência de dados com python,livros,88.2,4.9795105675,2022-10-01,Rafael Costa,SP,5,cartao_credito,4,-22.19,-48.79
6889789b14afca1864a4370a,Poltrona,moveis,258.15,14.0344876928,2022-10-01,Thiago Silva,SP,4,cartao_credito,3,-22.19,-48.79
6889789b14afca1864a4371a,Fogão,eletrodomesticos,953.77,48.3698222412,2022-11-01,Juliana Costa,SP,3,cartao_credito,1,-22.19,-48.79
6889789b14afca1864a4371b,Impressora,eletronicos,301.95,17.4770444591,2022-11-01,Thiago Silva,SP,5,cartao_credito,1,-22.19,-48.79
6889789b14afca1864a4371f,Xadrez de madeira,brinquedos,33.07,2.2919825372,2022-11-01,Lucas Oliveira,PE,1,cartao_credito,1,-8.38,-37.86
6889789b14afca1864a43722,Smartwatch,eletronicos,290.02,13.0271315691,2022-11-01,Mariana Ferreira,RJ,1,cartao_credito,4,-22.25,-42.66
6889789b14afca1864a4373e,Fone de ouvido,eletronicos,56.26,0.0,2022-12-01,Lucas Oliveira,SP,5,cartao_credito,2,-22.19,-48.79
6889789b14afca1864a4374a,Panela de pressão,utilidades domesticas,124.28,4.201975182,2021-01-02,Pedro Gomes,SP,1,cupom,1,-22.19,-48.79
6889789b14afca1864a4374c,Pandeiro,instrumentos musicais,58.25,3.62790225,2021-01-02,Pedro Gomes,BA,4,cupom,1,-13.29,-41.71
6889789b14afca1864a4374f,Carrinho controle remoto,brinquedos,93.96,2.5875263968,2021-01-02,Camila Ribeiro,RJ,1,cupom,1,-22.25,-42.66
6889789b14afca1864a43759,Guarda roupas,moveis,677.22,36.3430535576,2023-01-02,Beatriz Moraes,SP,5,cartao_credito,3,-22.19,-48.79
6889789b14afca1864a4375b,Blocos de montar,brinquedos,53.58,0.0,2023-01-02,Rafael Costa,SP,5,cartao_credito,1,-22.19,-48.79
6889789b14afca1864a43761,Bateria,instrumentos musicais,580.65,31.4489701955,2023-01-02,João Souza,SP,5,cartao_credito,1,-22.19,-48.79
6889789b14afca1864a4376c,Secadora de roupas,eletrodomesticos,1744.23,90.4594392184,2021-02-02,Mariana Ferreira,SP,1,cartao_credito,1,-22.19,-48.79
6889789b14afca1864a43774,Micro-ondas,eletrodomesticos,742.6,37.1256550258,2022-02-02,Thiago Silva,SP,5,cartao_credito,1,-22.19,-48.79
6889789b14afca1864a43777,Fone de ouvido,eletronicos,137.34,4.8973808922,2022-02-02,Pedro Gomes,SP,4,cartao_credito,6,-22.19,-48.79
6889789b14afca1864a4377b,Tablet ABXY,eletronicos,2314.78,123.7861757324,2022-02-02,Rafael Costa,CE,5,cartao_credito,6,-5.2,-39.53
6889789b14afca1864a4377e,Guarda roupas,moveis,643.59,34.5523572302,2022-02-02,Juliana Costa,MG,5,boleto,1,-18.1,-44.38
6889789b14afca1864a43782,Lava louças,eletrodomesticos,1858.69,99.5007553353,2023-02-02,Larissa Alves,RJ,3,cartao_credito,3,-22.25,-42.66
6889789b14afca1864a43788,Lavadora de roupas,eletrodomesticos,1981.92,103.1157166509,2023-02-02,Juliana Costa,MG,5,cartao_credito,4,-18.1,-44.38
6889789b14afca1864a43798,Geladeira,eletrodomesticos,2972.24,155.8472773686,2021-03-02,Thiago Silva,MG,1,boleto,1,-18.1,-44.38
6889789b14afca1864a43799,Bateria,instrumentos musicais,1222.84,62.69699027,2021-03-02,Bianca Santos,SP,4,cartao_credito,3,-22.19,-48.79
6889789b14afca1864a4379f,Assistente virtual,eletronicos,151.07,8.731035171,2022-03-02,João Souza,RS,5,cartao_credito,3,-30.17,-53.5
6889789b14afca1864a437a1,Modelagem preditiva,livros,84.08,2.0614461198,2023-03-02,Lucas Oliveira,SC,1,cartao_credito,1,-27.45,-50.95
6889789b14afca1864a437a2,Ciência de dados com python,livros,72.73,1.4570927652,2023-03-02,Rafael Costa,PR,5,cartao_credito,2,-24.89,-51.55
6889789b14afca1864a437a5,Smart TV,eletronicos,2186.36,114.0015316129,2023-03-02,Isabella Pereira,SP,5,cartao_credito,2,-22.19,-48.79
6889789b14afca1864a437ac,Jogo de panelas,utilidades domesticas,191.48,11.0841491258,2021-04-02,Juliana Costa,MT,5,cartao_credito,10,-12.64,-55.42
6889789b14afca1864a437ae,Smartwatch,eletronicos,292.91,15.8797022172,2021-04-02,Felipe Santos,SP,5,cartao_credito,4,-22.19,-48.79
6889789b14afca1864a437b2,Sofá retrátil,moveis,936.62,50.5592094195,2022-04-02,Pedro Gomes,SP,5,cartao_credito,3,-22.19,-48.79
6889789b14afca1864a437bc,Mochila,esporte e lazer,111.53,3.5230760391,2022-04-02,Lucas Oliveira,PR,4,boleto,1,-24.89,-51.55
6889789b14afca1864a437c0,Panela de pressão,utilidades domesticas,119.04,6.6216477883,2021-05-02,Juliana Costa,SP,5,cartao_credito,10,-22.19,-48.79
6889789b14afca1864a437c1,Mesa de jantar,moveis,210.52,17.589171036,2021-05-02,Felipe Santos,SP,3,cartao_credito,1,-22.19,-48.79
6889789b14afca1864a437c5,Dashboards com Power BI,livros,47.26,0.0,2021-05-02,Isabella Pereira,RJ,2,cartao_credito,10,-22.25,-42.66
6889789b14afca1864a437c8,Cubo mágico 8x8,brinquedos,21.74,0.0,2022-05-02,Mariana Ferreira,SP,5,boleto,1,-22.19,-48.79
6889789b14afca1864a437c9,Dashboards com Power BI,livros,52.8,3.4984533068,2022-05-02,Juliana Costa,SP,4,boleto,1,-22.19,-48.79
6889789b14afca1864a437cb,Cama king,moveis,1022.62,60.6933739328,2022-05-02,Beatriz Moraes,RJ,2,cartao_credito,1,-22.25,-42.66
6889789b14afca1864a437cd,Pandeiro,instrumentos musicais,60.98,0.0,2022-05-02,Larissa Alves,RJ,1,cartao_credito,1,-22.25,-42.66
6889789b14afca1864a437df,Xadrez de madeira,brinquedos,48.3,0.0,2021-06-02,Beatriz Moraes,BA,4,cartao_credito,1,-13.29,-41.71
6889789b14afca1864a437e5,Cama king,moveis,933.27,49.9769457558,2022-06-02,Rafael Costa,SP,5,cartao_credito,1,-22.19,-48.79
6889789b14afca1864a437ec,Mesa de jantar,moveis,466.68,25.1380828504,2021-07-02,Felipe Santos,SP,4,cupom,1,-22.19,-48.79
6889789b14afca1864a437ed,Bola de basquete,esporte e lazer,51.69,0.0,2021-07-02,Bruno Rodrigues,MG,3,cartao_credito,6,-18.1,-44.38
6889789b14afca1864a4360a,Secadora de roupas,eletrodomesticos,1893.04,107.1782993366,2022-01-01,Beatriz Moraes,PR,4,cartao_credito,2,-24.89,-51.55
6889789b14afca1864a43619,Micro-ondas,eletrodomesticos,1035.84,55.6864683002,2021-02-01,Felipe Santos,SP,2,cartao_credito,6,-22.19,-48.79
6889789b14afca1864a4361d,Ciência de dados com python,livros,72.75,1.458157705,2021-02-01,Beatriz Moraes,PR,4,cartao_credito,2,-24.89,-51.55
6889789b14afca1864a4361f,Headset,eletronicos,340.22,15.7001305473,2021-02-01,Thiago Silva,SP,2,cupom,1,-22.19,-48.79
6889789b14afca1864a43622,Guitarra,instrumentos musicais,1158.33,62.2086923009,2022-02-01,Bruno Rodrigues,SP,4,cartao_credito,2,-22.19,-48.79
6889789b14afca1864a43623,Dashboards com Power BI,livros,57.63,9.3105595123,2022-02-01,Bianca Santos,SP,3,cartao_credito,1,-22.19,-48.79
6889789b14afca1864a43624,Copo térmico,esporte e lazer,50.31,0.0,2022-02-01,Beatriz Moraes,RJ,1,cartao_credito,2,-22.25,-42.66
6889789b14afca1864a43629,Mochila,esporte e lazer,147.99,5.4644613527,2022-02-01,João Souza,SP,4,boleto,1,-22.19,-48.79
6889789b14afca1864a4362b,Dashboards com Power BI,livros,41.76,2.7546988942,2022-02-01,Juliana Costa,SP,5,cartao_credito,1,-22.19,-48.79
6889789b14afca1864a4362e,Bola de vôlei,esporte e lazer,55.1,3.2170351457,2023-02-01,Bianca Santos,SP,1,cartao_credito,4,-22.19,-48.79
6889789b14afca1864a4362f,Cômoda,moveis,417.02,19.7894995019,2023-02-01,Felipe Santos,PR,5,cartao_credito,2,-24.89,-51.55
6889789b14afca1864a43633,Modelagem preditiva,livros,70.49,1.337819504,2023-02-01,Isabella Pereira,PE,4,cupom,1,-8.38,-37.86
6889789b14afca1864a43640,Celular ABXY,eletronicos,1522.65,87.3184671407,2021-03-01,Juliana Costa,SP,1,cartao_credito,4,-22.19,-48.79
6889789b14afca1864a43644,Micro-ondas,eletrodomesticos,930.94,47.1541934231,2021-03-01,Thiago Silva,PE,5,cartao_credito,10,-8.38,-37.86
6889789b14afca1864a43647,Bola de vôlei,esporte e lazer,54.42,3.1808271914,2022-03-01,Lucas Oliveira,SP,5,cartao_credito,1,-22.19,-48.79
6889789b14afca1864a4364a,Carrinho controle remoto,brinquedos,116.0,3.7610900916,2022-03-01,Thiago Silva,SP,5,boleto,1,-22.19,-48.79
6889789b14afca1864a4364d,Ciência de dados com python,livros,50.51,10.2450858314,2022-03-01,Thiago Silva,MG,1,cartao_credito,6,-18.1,-44.38
6889789b14afca1864a4364f,Pandeiro,instrumentos musicais,109.52,3.416049586,2022-03-01,Pedro Gomes,PE,5,cartao_credito,1,-8.38,-37.86
6889789b14afca1864a43651,Modelagem preditiva,livros,71.64,1.3990535443,2023-03-01,Mariana Ferreira,SP,4,cartao_credito,2,-22.19,-48.79
6889789b14afca1864a43653,Dashboards com Power BI,livros,43.35,3.2481049178,2023-03-01,Rafael Costa,BA,5,cartao_credito,2,-13.29,-41.71
6889789b14afca1864a4365d,Bicicleta,esporte e lazer,773.72,41.729366863,2021-04-01,João Souza,MG,5,cartao_credito,1,-18.1,-44.38
6889789b14afca1864a4365f,Pandeiro,instrumentos musicais,58.75,6.292077079,2021-04-01,Juliana Costa,SP,3,cupom,1,-22.19,-48.79
6889789b14afca1864a43664,Boneca bebê,brinquedos,51.2,3.2573504949,2021-04-01,Rafael Costa,SP,5,cartao_credito,1,-22.19,-48.79
6889789b14afca1864a43667,Guarda roupas,moveis,666.47,33.0719615556,2022-04-01,Rafael Costa,MA,5,boleto,1,-5.42,-45.44
6889789b14afca1864a4366c,Micro-ondas,eletrodomesticos,677.31,33.6491589445,2022-04-01,Camila Ribeiro,SP,5,boleto,1,-22.19,-48.79
6889789b14afca1864a43674,Kit banquetas,moveis,394.53,21.533800584,2021-05-01,Felipe Santos,SC,5,cartao_credito,3,-27.45,-50.95
6889789b14afca1864a43675,Celular Plus X42,eletronicos,2842.86,151.6568684382,2021-05-01,Bianca Santos,SP,4,cupom,1,-22.19,-48.79
6889789b14afca1864a4367b,Mesa de jantar,moveis,360.0,19.4520428834,2022-05-01,Thiago Silva,SP,2,boleto,1,-22.19,-48.79
6889789b14afca1864a4367f,Tablet ABXY,eletronicos,1754.04,93.6804790483,2022-05-01,Rafael Costa,MG,5,cartao_credito,8,-18.1,-44.38
6889789b14afca1864a43680,Mochila,esporte e lazer,132.49,4.639132983,2022-05-01,Felipe Santos,BA,5,boleto,1,-13.29,-41.71
6889789b14afca1864a4368c,Guitarra,instrumentos musicais,818.58,41.1713614473,2021-06-01,Isabella Pereira,SP,5,cupom,1,-22.19,-48.79
6889789b14afca1864a43690,Cama king,moveis,897.42,48.0680411071,2021-06-01,Pedro Gomes,PB,3,cartao_credito,3,-7.28,-36.72
6889789b14afca1864a43692,Mesa de jantar,moveis,317.11,17.1682794138,2022-06-01,Felipe Santos,MG,5,boleto,1,-18.1,-44.38
6889789b14afca1864a4369b,Sofá retrátil,moveis,860.42,43.3992155757,2022-06-01,Rafael Costa,MG,5,cartao_credito,3,-18.1,-44.38
6889789b14afca1864a4369e,Boneca bebê,brinquedos,77.75,11.9419632143,2022-06-01,Thiago Silva,SP,2,cartao_credito,3,-22.19,-48.79
6889789b14afca1864a436a7,Jogo de tabuleiro,brinquedos,248.91,13.5424854904,2021-07-01,Rafael Costa,MT,1,cartao_credito,2,-12.64,-55.42
6889789b14afca1864a436a9,Cama box,moveis,664.41,32.9622727529,2021-07-01,Beatriz Moraes,PR,5,cartao_credito,1,-24.89,-51.55
6889789b14afca1864a436af,Lava louças,eletrodomesticos,1567.6,84.0010885515,2022-07-01,Bruno Rodrigues,SP,1,cupom,1,-22.19,-48.79
6889789b14afca1864a436b0,Celular ABXY,eletronicos,1594.69,82.4968840951,2022-07-01,Isabella Pereira,RJ,5,cartao_credito,3,-22.25,-42.66
6889789b14afca1864a436c8,Lavadora de roupas,eletrodomesticos,1673.59,95.4932470308,2021-08-01,João Souza,SP,1,boleto,1,-22.19,-48.79
6889789b14afca1864a436c9,TV Led UHD 4K,eletronicos,3158.33,175.973580586,2021-08-01,Bianca Santos,SP,5,cartao_credito,1,-22.19,-48.79
6889789b14afca1864a436ce,Faqueiro,utilidades domesticas,72.62,1.4512355961,2021-08-01,João Souza,SP,5,cartao_credito,4,-22.19,-48.79
6889789b14afca1864a436cf,Lava louças,eletrodomesticos,1604.75,85.9792142893,2021-08-01,Mariana Ferreira,SP,4,cartao_credito,1,-22.19,-48.79
6889789b14afca1864a436d4,Corda de pular,esporte e lazer,10.08,1.0629946648,2022-08-01,Bianca Santos,RJ,1,cartao_credito,1,-22.25,-42.66
6889789b14afca1864a436d6,Blocos de montar,brinquedos,39.27,0.0,2022-08-01,Rafael Costa,SP,5,cartao_credito,1,-22.19,-48.79
6889789b14afca1864a436da,Corda de pular,esporte e lazer,15.28,1.5006261822,2022-08-01,Isabella Pereira,SP,5,cartao_credito,1,-22.19,-48.79
6889789b14afca1864a436e8,Celular ABXY,eletronicos,1763.75,94.4406464175,2021-09-01,Thiago Silva,SP,5,cartao_credito,8,-22.19,-48.79
6889789b14afca1864a436ed,TV Led UHD 4K,eletronicos,3655.0,194.9008801932,2021-09-01,Felipe Santos,SP,5,cartao_credito,8,-22.19,-48.79
6889789b14afca1864a436f0,Celular ABXY,eletronicos,1200.6,64.2114640192,2022-09-01,Camila Ribeiro,SP,5,cupom,1,-22.19,-48.79
6889789b14afca1864a436f6,Guitarra,instrumentos musicais,1231.88,71.8358393943,2021-10-01,Camila Ribeiro,MA,5,cartao_credito,10,-5.42,-45.44
6889789b14afca1864a436f8,Jogo de tabuleiro,brinquedos,163.99,6.3164132183,2021-10-01,Lucas Oliveira,SP,5,boleto,1,-22.19,-48.79
6889789b14afca1864a436f9,Poltrona,moveis,275.98,14.9782306495,2021-10-01,Bianca Santos,RJ,5,cartao_credito,4,-22.25,-42.66
6889789b14afca1864a436fa,Pandeiro,instrumentos musicais,90.83,5.7248394217,2021-10-01,Pedro Gomes,RJ,2,cupom,1,-22.25,-42.66
6889789b14afca1864a436fe,Blocos de montar,brinquedos,33.28,2.055185789,2021-10-01,Beatriz Moraes,RJ,5,cartao_credito,1,-22.25,-42.66
6889789b14afca1864a43700,Headset,eletronicos,145.74,8.043342464,2022-10-01,Bruno Rodrigues,MG,1,boleto,1,-18.1,-44.38
6889789b14afca1864a43703,Cômoda,moveis,335.28,15.4370904088,2022-10-01,Beatriz Moraes,PE,4,cartao_credito,3,-8.38,-37.86
6889789b14afca1864a4370b,Dashboards com Power BI,livros,54.59,3.18987918,2022-10-01,Juliana Costa,SP,3,cartao_credito,8,-22.19,-48.79
6889789b14afca1864a43715,Pandeiro,instrumentos musicais,85.09,5.4192016899,2021-11-01,Beatriz Moraes,SP,5,cartao_credito,5,-22.19,-48.79
6889789b14afca1864a43716,Smartwatch,eletronicos,299.38,16.4673493336,2021-11-01,Thiago Silva,SP,5,cartao_debito,1,-22.19,-48.79
6889789b14afca1864a43719,Iniciando em programação,livros,70.05,6.8937680841,2022-11-01,Pedro Gomes,SP,4,cartao_credito,1,-22.19,-48.79
6889789b14afca1864a4371d,Dashboards com Power BI,livros,51.67,3.0343979645,2022-11-01,Larissa Alves,SP,5,cartao_credito,1,-22.19,-48.79
6889789b14afca1864a4371e,Jogo de tabuleiro,brinquedos,257.89,11.3163057292,2022-11-01,João Souza,RS,5,boleto,1,-30.17,-53.5
6889789b14afca1864a43720,Cadeira de escritório,moveis,632.67,34.3747863238,2022-11-01,Larissa Alves,MG,1,boleto,1,-18.1,-44.38
6889789b14afca1864a4372e,Bola de vôlei,esporte e lazer,73.99,10.3193592734,2021-12-01,Lucas Oliveira,SP,5,cartao_credito,2,-22.19,-48.79
6889789b14afca1864a4372f,Fone de ouvido,eletronicos,99.41,5.5820602468,2021-12-01,Bianca Santos,RJ,5,cartao_credito,1,-22.25,-42.66
6889789b14afca1864a43733,Lavadora de roupas,eletrodomesticos,2036.88,106.0421713091,2021-12-01,Isabella Pereira,SC,5,cartao_credito,2,-27.45,-50.95
6889789b14afca1864a43735,Mesa de jantar,moveis,475.03,29.7739571298,2022-12-01,Pedro Gomes,MG,5,cartao_credito,5,-18.1,-44.38
6889789b14afca1864a43736,Modelagem preditiva,livros,79.82,1.8346139356,2022-12-01,Felipe Santos,CE,5,cartao_credito,1,-5.2,-39.53
6889789b14afca1864a4373c,Cama box,moveis,860.58,46.7117112029,2022-12-01,Felipe Santos,SP,4,boleto,1,-22.19,-48.79
6889789b14afca1864a4373d,Secadora de roupas,eletrodomesticos,1327.15,68.2511839634,2022-12-01,Thiago Silva,SP,5,boleto,1,-22.19,-48.79
6889789b14afca1864a43741,Copo térmico,esporte e lazer,39.36,2.9842167642,2022-12-01,Juliana Costa,SP,5,cupom,1,-22.19,-48.79
6889789b14afca1864a43748,Carrinho controle remoto,brinquedos,83.37,5.3276168644,2021-01-02,Thiago Silva,MG,5,cartao_credito,3,-18.1,-44.38
6889789b14afca1864a4374b,Mochila,esporte e lazer,118.99,7.0228716806,2021-01-02,Mariana Ferreira,SP,4,boleto,1,-22.19,-48.79
6889789b14afca1864a43750,Tablet ABXY,eletronicos,959.7,51.98955301,2021-01-02,Lucas Oliveira,SP,3,cartao_credito,7,-22.19,-48.79
6889789b14afca1864a43751,Guarda roupas,moveis,617.93,33.1860394258,2021-01-02,João Souza,SP,3,cartao_credito,1,-22.19,-48.79
6889789b14afca1864a43752,Cubo mágico 8x8,brinquedos,17.91,1.8420687945,2021-01-02,Larissa Alves,SP,5,cartao_credito,2,-22.19,-48.79
6889789b14afca1864a43755,Assistente virtual,eletronicos,315.28,17.0708374192,2022-01-02,Thiago Silva,MG,5,cartao_credito,2,-18.1,-44.38
6889789b14afca1864a43758,Mesa de centro,moveis,258.77,14.3098285405,2022-01-02,Rafael Costa,MG,5,boleto,1,-18.1,-44.38
6889789b14afca1864a4376f,Jogo de panelas,utilidades domesticas,106.07,3.232347465,2021-02-02,Juliana Costa,SP,5,cartao_credito,10,-22.19,-48.79
6889789b14afca1864a43773,Guitarra,instrumentos musicais,985.32,52.9964302848,2021-02-02,Isabella Pereira,PA,5,boleto,1,-3.79,-52.48
6889789b14afca1864a4377a,Xadrez de madeira,brinquedos,39.11,2.3656157501,2022-02-02,Lucas Oliveira,MG,1,cartao_credito,2,-18.1,-44.38
6889789b14afca1864a43781,Guarda roupas,moveis,637.67,31.5384481976,2023-02-02,Mariana Ferreira,MG,5,cartao_credito,2,-18.1,-44.38
6889789b14afca1864a43787,Headset,eletronicos,346.22,16.0196124969,2023-02-02,Bianca Santos,SP,5,cartao_credito,10,-22.19,-48.79
6889789b14afca1864a43796,Bicicleta,esporte e lazer,701.1,34.9159048746,2021-03-02,Thiago Silva,MS,5,cartao_credito,10,-20.51,-54.54
6889789b14afca1864a4379a,Celular Plus X42,eletronicos,1851.35,96.1632569582,2021-03-02,Isabella Pereira,SP,3,cartao_credito,2,-22.19,-48.79
6889789b14afca1864a4379b,Sofá retrátil,moveis,977.93,52.9602456668,2022-03-02,Rafael Costa,SP,5,cartao_credito,2,-22.19,-48.79
6889789b14afca1864a4379e,Kit banquetas,moveis,370.9,17.3337482495,2022-03-02,Beatriz Moraes,GO,5,boleto,1,-15.98,-49.86
6889789b14afca1864a437a3,Smartwatch,eletronicos,244.8,13.7218756933,2023-03-02,Felipe Santos,CE,4,cartao_credito,5,-5.2,-39.53
6889789b14afca1864a437ab,Cubo mágico 8x8,brinquedos,11.8,1.159419026,2021-04-02,Mariana Ferreira,RJ,4,cartao_credito,10,-22.25,-42.66
6889789b14afca1864a437ad,Cama box,moveis,424.33,24.2470902963,2021-04-02,Beatriz Moraes,MG,5,boleto,1,-18.1,-44.38
6889789b14afca1864a437bb,Tablet ABXY,eletronicos,1382.62,79.8622909075,2022-04-02,Larissa Alves,MG,5,cartao_credito,1,-18.1,-44.38
6889789b14afca1864a437c3,Iniciando em programação,livros,88.14,2.2776289057,2021-05-02,Rafael Costa,SP,1,cartao_credito,1,-22.19,-48.79
6889789b14afca1864a437c4,Sofá retrátil,moveis,909.98,46.0381364792,2021-05-02,Bianca Santos,RJ,1,cartao_credito,1,-22.25,-42.66
